Scope L1,Scope L2,Level 1,Level 2,Level 3,Level 4,Level 5,Factor Source,Column Text,Description,UOM,kg CO2e,kg CO2e of CO2,kg CO2e of CH4,kg CO2e of N2O,kWh (Net CV),kWh (net)
Scope 3,Scope 3.5,Waste disposal,Electrical items,Batteries,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,Batteries,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - fridges and freezers,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - fridges and freezers,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - fridges and freezers,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - fridges and freezers,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - fridges and freezers,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - fridges and freezers,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - fridges and freezers,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - large,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - large,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - large,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - large,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - large,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - large,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - large,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - mixed,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - mixed,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - mixed,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - mixed,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - mixed,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - mixed,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - mixed,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - small,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - small,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - small,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - small,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - small,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - small,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Electrical items,WEEE - small,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: aluminium cans and foil (excl. forming),,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: mixed cans,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: mixed cans,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: mixed cans,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: mixed cans,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: mixed cans,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: mixed cans,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: mixed cans,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: scrap metal,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: scrap metal,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: scrap metal,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: scrap metal,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: scrap metal,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: scrap metal,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: scrap metal,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: steel cans,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: steel cans,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: steel cans,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: steel cans,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: steel cans,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: steel cans,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Metal,Metal: steel cans,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Books,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Books,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Books,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Books,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Books,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,104.178.497,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Books,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Books,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Clothing,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Clothing,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Clothing,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Clothing,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Clothing,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,44.492.469,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Clothing,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Clothing,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Glass,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Glass,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Glass,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Glass,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Glass,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Glass,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Other,Glass,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: board,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: board,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: board,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: board,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,891.058,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: board,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,104.178.497,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: board,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: board,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: mixed,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: mixed,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: mixed,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: mixed,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,891.058,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: mixed,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,104.178.497,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: mixed,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: mixed,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: paper,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: paper,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: paper,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: paper,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,891.058,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: paper,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,104.178.497,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: paper,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Paper,Paper and board: paper,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic film,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic film,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic film,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic film,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic film,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic film,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic film,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic rigid,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic rigid,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic rigid,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic rigid,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic rigid,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic rigid,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastic rigid,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastics,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastics,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastics,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastics,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastics,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastics,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: average plastics,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: HDPE (incl. forming),,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PET (incl. forming),,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PET (incl. forming),,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PET (incl. forming),,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PET (incl. forming),,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PET (incl. forming),,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PET (incl. forming),,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PET (incl. forming),,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PP (incl. forming),,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PP (incl. forming),,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PP (incl. forming),,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PP (incl. forming),,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PP (incl. forming),,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PP (incl. forming),,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PP (incl. forming),,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PS (incl. forming),,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PS (incl. forming),,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PS (incl. forming),,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PS (incl. forming),,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PS (incl. forming),,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PS (incl. forming),,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PS (incl. forming),,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,888.327,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Plastic,Plastics: PVC (incl. forming),,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Commercial and industrial waste,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Commercial and industrial waste,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Commercial and industrial waste,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Commercial and industrial waste,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Commercial and industrial waste,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,46.700.838,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Commercial and industrial waste,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Commercial and industrial waste,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Household residual waste,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Household residual waste,,Closed-loop,GHG Conversion Factor 2022,Closed-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Household residual waste,,Combustion,GHG Conversion Factor 2022,Combustion,,tonnes,2.128.019,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Household residual waste,,Composting,GHG Conversion Factor 2022,Composting,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Household residual waste,,Landfill,GHG Conversion Factor 2022,Landfill,,tonnes,44.620.411,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Household residual waste,,Open-loop,GHG Conversion Factor 2022,Open-loop,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Household residual waste,,Re-use,GHG Conversion Factor 2022,Re-use,,tonnes,,,,,,
Scope 3,Scope 3.5,Waste disposal,Refuse,Organic: food and drink waste,,Anaerobic digestion,GHG Conversion Factor 2022,Anaerobic digestion,,tonnes,891.058,,,,,
